YEAR.Q,FCP,FYDP,REALFOR,ARBLOS2,DLOGPCPT,DMIMS
"1971-1",381.01209999999998,470.52480818414318,NA,NA,NA,0
"1971-2",372.34640000000002,460.58055009823181,NA,NA,0.0086,0
"1971-3",371.42959999999999,467.08714285714291,NA,-0.00050000000000000001,-0.0011999999999999999,0
"1971-4",368.1078,457.24766791044777,NA,0.00029999999999999997,-0.0111,0
"1972-1",363.13339999999999,464.75757575757575,NA,0.00069999999999999999,-0.015599999999999999,0
"1972-2",367.87459999999999,484.79972875226042,NA,0,-0.0152,0
"1972-3",379.62779999999998,507.61429205503771,NA,-0.00050000000000000001,-0.0123,0
"1972-4",381.2962,506.30326797385618,NA,-0.00059999999999999995,-0.012,0
"1973-1",394.84019999999998,517.04901960784309,2019.7198000000001,-0.0011999999999999999,-0.0079000000000000008,0
"1973-2",398.721,532.43895348837214,2097.7139000000002,-0.00069999999999999999,-0.0037000000000000002,0
"1973-3",406.94220000000001,519.02389631429719,2138.9061999999999,-0.00029999999999999997,-0.0043,0
"1973-4",405.36869999999999,522.70694389956839,2133.2761999999998,-0.00089999999999999998,0.0028999999999999998,0
"1974-1",401.66539999999998,509.86689163854521,2099.2204000000002,-0.0014,0.0167,0
"1974-2",399.75330000000002,499.67599999999993,2126.0698000000002,0,0.0022000000000000001,0
"1974-3",381.47179999999997,506.11820083682005,2074.9621999999999,0.0025000000000000001,0.014,0
"1974-4",377.07749999999999,497.19946091644209,2125.3533000000002,0.0044000000000000003,0.0067000000000000002,0
"1975-1",388.90069999999997,518.48497854077254,2147.1176,0.0038999999999999998,-0.0070000000000000001,0
"1975-2",392.40690000000001,521.24716920090589,2220.7195999999999,0.0023999999999999998,-0.0068999999999999999,0
"1975-3",398.68220000000002,520.85451080050825,2215.2213000000002,0.0015,-0.0085000000000000006,0
"1975-4",432.5462,575.57165554496351,2259.3856000000001,0.00050000000000000001,-0.026599999999999999,1
"1976-1",425.19159999999999,572.57502301319425,2242.5772000000002,-0.0014,0.0086999999999999994,-1
"1976-2",440.98649999999998,568.73356911287954,2268.9836,-0.0022000000000000001,0.0146,0
"1976-3",436.19999999999999,547.31297265852243,2289.6188000000002,0.0001,-0.0121,0
"1976-4",435.2099,554.00564493367199,2328.5207999999998,0.0014,0.0051999999999999998,0
"1977-1",440.5505,534.04599612080915,2322.5128,0.00069999999999999999,-0.0064999999999999997,0
"1977-2",437.06560000000002,572.65525672371643,2375.1837,0.0001,-0.0047000000000000002,0
"1977-3",460.23719999999997,591.91473487876362,2415.9405999999999,0.00069999999999999999,-0.0045999999999999999,0
"1977-4",430.02269999999999,593.78501291989664,2433.4126000000001,0.00069999999999999999,0.0070000000000000001,0
"1978-1",442.14080000000001,573.85495794035182,2518.4735000000001,0.001,-0.0099000000000000008,0
"1978-2",452.50720000000001,591.13038038038042,2574.5124999999998,0.00050000000000000001,-0.0045999999999999999,0
"1978-3",460.9393,597.14918759231909,2582.9829,-0.0001,-0.0064000000000000003,0
"1978-4",445.48059999999998,602.69343065693431,2583.1547,-0.00020000000000000001,-0.010699999999999999,0
"1979-1",459.09989999999999,590.48686723973253,2600.9515999999999,-0.0012999999999999999,-0.0033,0
"1979-2",461.72070000000002,596.50322878228781,2647.4576999999999,-0.0011000000000000001,0.012999999999999999,0
"1979-3",449.77370000000002,594.45047640150688,2619.7827000000002,-0.0011999999999999999,0.018700000000000001,0
"1979-4",456.37369999999999,595.35382603008497,2642.0147999999999,-0.00059999999999999995,-0.0050000000000000001,0
"1980-1",453.03840000000002,578.64589536367498,2585.6925000000001,0,0.0040000000000000001,0
"1980-2",440.1884,590.48080553807415,2572.2561999999998,0.0014,-0.0067000000000000002,0
"1980-3",440.47359999999998,566.50614250614251,2600.7999,0.0033,0.0041999999999999997,0
"1980-4",441.98770000000002,581.60115953618549,2569.1547,0.0023,0.0041000000000000003,0
"1981-1",435.71179999999998,569.50984936268821,2482.6124,0.001,0.0152,0
"1981-2",434.74669999999998,573.87757009345785,2449.5374000000002,0.001,0.0134,0
"1981-3",434.78309999999999,579.03347969264553,2471.6241,0.0014,0.0027000000000000001,0
"1981-4",441.05439999999999,583.40272132885673,2461.2618000000002,0.00040000000000000002,0.016199999999999999,0
"1982-1",441.09469999999999,589.9119821213684,2391.3606,0.00020000000000000001,0.0094999999999999998,0
"1982-2",444.11509999999998,597.80789429103845,2397.8330999999998,0.0012999999999999999,-0.0033,0
"1982-3",444.721,620.73788509575354,2383.9421000000002,0.0012999999999999999,-0.00040000000000000002,0
"1982-4",441.58920000000001,617.50218836116062,2425.9742000000001,0.00050000000000000001,0.0099000000000000008,0
"1983-1",443.12819999999999,616.24951892238607,2487.75,-0.00029999999999999997,-0.0061000000000000004,0
"1983-2",447.63780000000003,629.43994923052514,2586.2292000000002,0.00059999999999999995,-0.0057999999999999996,0
"1983-3",454.9203,620.14146952843487,2597.0034999999998,0.00089999999999999998,-0.0035999999999999999,0
"1983-4",461.60570000000001,627.79706601466989,2598.6716000000001,0.0001,0.0091000000000000004,0
"1984-1",466.91500000000002,630.15645645645634,2687.3008,-0.00020000000000000001,0.0019,0
"1984-2",470.23219999999998,629.76602658788772,2686.3562999999999,-0.0001,0.0012999999999999999,0
"1984-3",465.0822,648.93230230522329,2722.1604000000002,0,-0.0025999999999999999,0
"1984-4",474.55459999999999,643.96648928520062,2789.9335999999998,-0.00040000000000000002,-0.0001,0
"1985-1",478.73140000000001,632.23586109142445,2775.3881999999999,-0.00040000000000000002,0.00040000000000000002,0
"1985-2",483.40010000000001,645.00633713561479,2868.5533,-0.0001,-0.0074000000000000003,0
"1985-3",494.38560000000001,655.57163080407702,2927.3307,-0.00059999999999999995,-0.018800000000000001,0
"1985-4",501.07490000000001,668.10089273062204,2980.3256999999999,-0.001,-0.014200000000000001,0
"1986-1",525.70699999999999,670.51311076085403,3065.6855999999998,-0.00089999999999999998,-0.024,0
"1986-2",524.42499999999995,667.83293556085914,3038.8244,-0.00080000000000000004,0.0077000000000000002,0
"1986-3",534.14229999999998,656.44292682926823,3000.4814999999999,-0.00040000000000000002,-0.0048999999999999998,0
"1986-4",520.38160000000005,656.79144311459618,3024.308,0.0001,0.0011000000000000001,0
"1987-1",511.87189999999998,662.04567274722262,2942.7878999999998,0.0001,-0.0086,0
"1987-2",519.44209999999998,672.91255060728747,2920.4526999999998,0.00029999999999999997,0.0050000000000000001,0
"1987-3",516.41229999999996,655.74193978150811,2931.2157999999999,-0.00040000000000000002,0.0019,0
"1987-4",516.67769999999996,663.05428609166563,2910.1482000000001,-0.00029999999999999997,-0.0019,0
"1988-1",516.85659999999996,661.41194068678453,2930.9299999999998,0.0016000000000000001,0.0051000000000000004,0
"1988-2",503.46699999999998,674.53109178242255,2925.1963999999998,0.0019,-0.0080000000000000002,0
"1988-3",503.3646,658.17995883714946,2911.7278999999999,-0.00029999999999999997,-0.00050000000000000001,0
"1988-4",505.87970000000001,687.66526930894315,2879.8474999999999,0.00020000000000000001,0.0032000000000000002,0
"1989-1",506.02170000000001,699.35908637044429,2878.8613999999998,0.0016000000000000001,0.0088000000000000005,0
"1989-2",508.19490000000002,684.24087771203153,2916.2644,0.00069999999999999999,0.0037000000000000002,0
"1989-3",505.94619999999998,670.84715943799631,2918.8044,-0.0001,0.00069999999999999999,0
"1989-4",509.30919999999998,685.0150759878419,2932.0862999999999,-0.00040000000000000002,-0.0030000000000000001,0
"1990-1",499.89400000000001,704.65837915371742,2886.1605,0.00069999999999999999,0.0092999999999999992,0
"1990-2",514.31579999999997,723.64910790144438,2963.5241999999998,0.00080000000000000004,-0.022499999999999999,0
"1990-3",518.73109999999997,720.9412700354826,3004.1522,-0.00020000000000000001,-0.015100000000000001,0
"1990-4",511.95510000000002,702.25620726880175,2967.0713000000001,0,0.0132,0
"1991-1",517.4796,718.87781198200332,3046.9241999999999,0.0012999999999999999,0.0067999999999999996,0
"1991-2",518.36120000000005,731.23450134770894,3011.8146999999999,0.00080000000000000004,0.0041999999999999997,0
"1991-3",521.90329999999994,744.22143864598024,3053.2136,0.00050000000000000001,-0.0086,0
"1991-4",521.8415,734.53958772546264,3012.8013000000001,0.0011000000000000001,-0.0018,0
"1992-1",536.41570000000002,736.90413688034698,3063.0717,0.00069999999999999999,-0.0054999999999999997,0
"1992-2",533.11479999999995,743.95510583856708,3087.4328,0.00089999999999999998,0.0028999999999999998,0
"1992-3",531.93550000000005,751.50307888927614,3047.5997000000002,0.001,-0.0032000000000000002,0
"1992-4",533.00509999999997,761.55782548476463,3068.3078,0.00050000000000000001,0.0025999999999999999,0
"1993-1",525.30809999999997,729.71779141104287,3087.9032999999999,0.0011000000000000001,-0.0068999999999999999,0
"1993-2",521.35299999999995,745.260759493671,3084.1895,0.00089999999999999998,0.0019,0
"1993-3",532.79179999999997,762.20930232558135,3218.3243000000002,0.00050000000000000001,-0.0044999999999999997,0
"1993-4",543.55240000000003,758.2114266164898,3146.7838000000002,-0.00029999999999999997,0.0054999999999999997,0
"1994-1",554.24360000000001,759.16574210347562,3211.0817999999999,-0.00059999999999999995,0.0033,0
"1994-2",564.17949999999996,798.63333706983519,3254.3948,0.00069999999999999999,0.0058999999999999999,0
"1994-3",569.1259,779.15785945704397,3324.0376000000001,-0.00050000000000000001,-0.00069999999999999999,0
"1994-4",570.16020000000003,812.49656319290466,3339.9423000000002,-0.0016999999999999999,0.0037000000000000002,0
"1995-1",566.80899999999997,832.43919365499005,3393.4643000000001,-0.0022000000000000001,0.0023999999999999998,0
"1995-2",572.47529999999995,811.05187541127441,3440.3795,-0.0015,0.00040000000000000002,0
"1995-3",577.27319999999997,791.39033784527351,3508.9063999999998,-0.00020000000000000001,-0.0074000000000000003,0
"1995-4",577.98019999999997,808.06998461876515,3510.7636000000002,-0.0011000000000000001,-0.0023,0
"1996-1",584.12620000000004,788.4616394877969,3528.9425999999999,-0.0023999999999999998,-0.00020000000000000001,0
"1996-2",585.50890000000004,837.67611292073821,3569.9767999999999,-0.0011000000000000001,0.0038999999999999998,0
"1996-3",589.7518,829.1400475470067,3644.5610000000001,-0.0001,0.00069999999999999999,0
"1996-4",586.35450000000003,833.81516739758274,3672.0601000000001,-0.00080000000000000004,0.0063,0
"1997-1",592.96310000000005,810.94030170108056,3721.5716000000002,-0.00080000000000000004,-0.0041999999999999997,0
"1997-2",610.10940000000005,843.70140365801785,3718.7718,-0.0011000000000000001,0.0020999999999999999,0
"1997-3",597.99850000000004,866.25442032821593,3732.4499999999998,-0.0016999999999999999,0.00020000000000000001,0
"1997-4",615.39160000000004,850.90515877202233,3769.9807000000001,-0.00050000000000000001,-0.00040000000000000002,0
"1998-1",609.02650000000006,844.85696295518949,3681.0205000000001,-0.0001,0.0012999999999999999,0
"1998-2",613.46780000000001,832.87780339551455,3757.7464,-0.0011999999999999999,-0.0025999999999999999,0
"1998-3",621.81060000000002,866.92384832340952,3794.8721,-0.00080000000000000004,-0.00069999999999999999,0
"1998-4",627.04390000000001,844.9380484747179,3886.3562000000002,-0.001,-0.0041999999999999997,0
"1999-1",618.89149999999995,831.8674285714286,3851.1446999999998,-0.0014,0.0016000000000000001,0
"1999-2",611.73400000000004,852.56743028920914,3896.9218000000001,-0.00089999999999999998,-0.0018,0
"1999-3",614.17359999999996,847.66659846547316,3977.366,-0.0012999999999999999,0.0091999999999999998,0
"1999-4",616.86479999999995,860.61960586154612,3977.0628000000002,-0.0012999999999999999,0.0082000000000000007,0
"2000-1",618.11530000000005,855.14481784236557,4044.5603999999998,-0.00080000000000000004,-0.0025999999999999999,0
"2000-2",618.15210000000002,854.39101597829369,4083.8588,-0.00020000000000000001,0.00020000000000000001,0
"2000-3",617.22370000000001,849.87694455524547,4110.7258000000002,0.00069999999999999999,0.0037000000000000002,0
"2000-4",613.23770000000002,872.1103639240506,4147.1517999999996,0.00050000000000000001,0.0043,0
"2001-1",617.65139999999997,892.98914009280293,4185.7304999999997,-0.00040000000000000002,-0.0023,0
"2001-2",621.55790000000002,872.59849226551785,4206.7437,0,0.0043,0
"2001-3",618.71259999999995,888.04198658761788,4204.6575000000003,-0.0001,0.0033,0
"2001-4",610.81910000000005,888.11166084594493,4224.8136999999997,-0.00089999999999999998,-0.0020999999999999999,0
"2002-1",625.03120000000001,897.59432225559533,4251.8951999999999,0.00050000000000000001,-0.0028,0
"2002-2",623.99279999999999,912.91345412490364,4248.1426000000001,0.00020000000000000001,0.0012999999999999999,0
"2002-3",629.15430000000003,906.26970278044109,4303.5511999999999,-0.0001,0.0011000000000000001,0
"2002-4",628.73080000000004,899.98409675269022,4296.7808000000005,0.0011000000000000001,0.0028,0
"2003-1",627.71339999999998,920.87319528875389,4236.7075999999997,0.00029999999999999997,-0.0014,0
"2003-2",626.05619999999999,907.64272787884545,4330.7039999999997,0.0011000000000000001,-0.0067999999999999996,0
"2003-3",633.60630000000003,917.54067121729247,4356.8073999999997,0.0016999999999999999,0.00069999999999999999,0
"2003-4",644.32159999999999,934.61921876477834,4388.0860000000002,0.00040000000000000002,-0.0016999999999999999,0
"2004-1",647.69410000000005,945.65070104450922,4413.1391000000003,0,0.0011000000000000001,0
"2004-2",650.47360000000003,918.6999250515272,4464.0164999999997,0.0001,0.00050000000000000001,0
"2004-3",667.4692,943.0421161241909,4615.1827000000003,-0.00020000000000000001,-0.0053,0
"2004-4",685.48580000000004,940.88905477279081,4689.0523999999996,-0.00020000000000000001,0.0012999999999999999,0
"2005-1",668.83609999999999,917.50542621278169,4727.3154999999997,-0.00040000000000000002,0.002,0
"2005-2",690.18719999999996,969.98561751878992,4882.442,-0.00069999999999999999,-0.0044000000000000003,0
"2005-3",698.76559999999995,963.4800665988347,5049.1782000000003,-0.00059999999999999995,-0.00080000000000000004,0
"2005-4",694.35810000000004,963.5641213006943,5132.1967000000004,-0.00080000000000000004,0.0086,0
"2006-1",709.01089999999999,971.8982523561167,5308.7236000000003,-0.0011999999999999999,-0.0057999999999999996,0
"2006-2",718.67790000000002,989.72085222121484,5488.5303999999996,-0.00089999999999999998,0.0051999999999999998,0
"2006-3",703.68439999999998,1015.2658216468894,5546.5856000000003,-0.00059999999999999995,0.0044999999999999997,0
"2006-4",718.49009999999998,996.04577051548256,5575.2942000000003,-0.00080000000000000004,-0.0082000000000000007,0
"2007-1",726.54570000000001,985.95779832989149,5641.8504000000003,-0.0011000000000000001,0.0014,0
"2007-2",726.13009999999997,1000.3729938133237,5677.4602000000004,-0.00089999999999999998,-0.0025999999999999999,0
"2007-3",736.9067,1013.0609341445955,5723.1625999999997,-0.00089999999999999998,-0.002,0
"2007-4",746.54600000000005,1042.6900080078301,5713.6657999999998,-0.0011000000000000001,0.0016999999999999999,0
"2008-1",741.97370000000001,1010.7425186485301,5703.5920999999998,-0.00089999999999999998,0.0097999999999999997,0
"2008-2",742.75509999999997,1028.1540806549954,5708.9715999999999,-0.001,0.0035000000000000001,0
"2008-3",729.92250000000001,1034.3464553363769,5673.2545,-0.00080000000000000004,0.0071000000000000004,0
"2008-4",703.17679999999996,993.15528539403351,5305.4219000000003,0.00020000000000000001,-0.0050000000000000001,0
"2009-1",694.42999999999995,1012.6870964965137,5170.9004999999997,0.0018,-0.0023,0
"2009-2",695.62890000000004,962.41219994837809,5160.8199000000004,0.0023999999999999998,-0.0035000000000000001,0
"2009-3",697.8569,981.7678251216804,5158.29,0.002,0.0035999999999999999,0
"2009-4",700.05100000000004,1043.1907155025553,5272.5443999999998,0.0018,-0.0016000000000000001,0
"2010-1",713.2962,1014.9731345797542,5188.8932999999997,-0.00080000000000000004,0.0074000000000000003,0
"2010-2",707.10940000000005,1031.6375545851527,5185.1382999999996,-0.0015,-0.0011999999999999999,0
"2010-3",711.59609999999998,1041.7156602521566,5206.8438999999998,0.001,0.0083999999999999995,0
"2010-4",717.62049999999999,1055.3655423883317,5327.0069000000003,0.00080000000000000004,-0.0030999999999999999,0
